designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,Sel1,Sel2,Sel3,Sel4,Sel5
J184149.31+080151.2,280.4554728,8.0309146,0.1407,0.2065,0.037,39.013031,5.7777901,282.1050321,31.0319038,2624.787,3249.075,14.862,0.074,14.7,1.94E+00,15.068,0.124,8.8,1.13E+00,12.134,0.538,2,9.04E-01,8.777,null,0.5,8.59E-01,1.31E+00,1,0,0,0,0,0.003,0,280.4555222,8.0309216,0.1795,0.1535,-0.1095,848,369,-213,315,1.94E+00,1.12E+00,9.03E-01,8.59E-01,1.30E+00,1N007,ddHH,0,0nnn,ABCU,7,11,26,28,7,28,0,15,0,15,29.683,29.647,15.965,15.669,965991961,1.99,46.2,1,15.815,0.114,15.507,0.154,14.704,null,-0.269571429,-0.546,-1.6536,-2.7592,0.634
J184150.12+080219.3,280.4588618,8.0386962,0.0586,0.0607,-0.0076,39.0215342,5.7782815,282.1096997,31.0393749,2615.99,3269.444,14.098,0.027,40.9,2.96E+00,14.405,0.044,24.8,1.83E+00,11.848,0.305,3.6,1.06E+00,9.139,null,0,1.02E+00,1.92E+00,1,0,0,0,0,0,0,280.4588589,8.0386849,0.0718,0.0756,-0.0054,-70,143,-327,157,2.95E+00,1.82E+00,1.06E+00,1.02E+00,1.92E+00,1N000,hhDH,0,20nn,AABU,7,11,27,27,25,27,2,14,0,14,29.009,29.282,16.23,16.336,965991893,0.434,114.1,1,15.121,0.056,14.567,0.062,14.215,0.082,2.453285714,0.355,-1.612,-3.015,0.257
J184041.40+075736.5,280.1725012,7.9601628,0.0783,0.0777,-0.0181,38.8231334,5.9965316,281.7723599,30.9846812,3358.604,3064.454,13.642,0.036,30.5,2.15E+00,13.671,0.045,23.9,1.24E+00,12.2,null,1.5,9.80E-01,9.028,null,0,9.24E-01,1.43E+00,3,1,0,0,0,0,0,280.1725485,7.9601704,0.074,0.0754,-0.0155,234,102,336,109,6.93E+00,2.42E+00,9.87E-01,9.25E-01,3.35E+00,1N014,0h00,0,nnnn,AAUU,3,11,29,29,29,29,0,16,0,16,28.824,28.898,16.009,16.405,1059001569,0.267,79.8,1,13.983,0.032,13.649,0.04,13.584,0.048,1.781571429,0.853,-1.7922,-2.9236,-0.829
J184033.91+075943.8,280.1413166,7.9955216,0.0641,0.0658,-0.0111,38.8409978,6.0399869,281.7398265,31.0224488,3439.341,3157.124,13.498,0.03,36.1,1.68E+00,13.625,0.041,26.8,1.07E+00,12.782,null,-0.1,1.07E+00,8.589,null,1.2,8.34E-01,1.22E+00,1,0,0,0,0,0,0,280.1413194,7.9955261,0.0697,0.0711,-0.0023,84,99,142,106,1.67E+00,1.07E+00,1.07E+00,8.34E-01,1.22E+00,3N000,0,0,21nn,AAUU,3,11,28,28,28,28,0,16,0,16,29.247,30.602,16.083,16.463,508014528,0.198,51.3,1,14.309,0.026,13.678,0.03,13.6,0.043,3.048571429,1.311,-2.0845,-2.5944,-1.457
J184117.15+075738.6,280.3214886,7.9607456,0.108,0.1126,-0.0191,38.8901712,5.8649042,281.9439296,30.973084,2972.297,3065.597,14.348,0.045,24.4,1.14E+00,14.828,0.096,11.3,1.23E+00,12.074,null,1.4,1.06E+00,9.142,null,0.2,1.21E+00,1.16E+00,1,0,0,0,0,0,0,280.3214827,7.960736,0.116,0.1214,-0.0216,-80,189,-258,207,1.14E+00,1.23E+00,1.06E+00,1.21E+00,1.16E+00,1N001,0,0,21nn,AAUU,3,11,30,30,16,30,0,15,0,15,32.518,33.145,17.956,18.243,965929780,0.165,137.2,1,14.741,0.048,14.336,0.05,14.281,0.087,1.915142857,-0.397,-1.881,-3.165,0.454
J184149.67+075940.2,280.4569978,7.9945203,0.1693,0.1828,-0.0339,38.9810195,5.7601139,282.1032109,30.9955116,2620.885,3153.789,15.291,0.071,15.3,1.46E+00,15.36,0.12,9.1,1.03E+00,12.742,null,0,1.03E+00,9.032,null,0,9.43E-01,1.15E+00,1,0,0,0,0,0,0,280.4569856,7.9945333,0.1975,0.2161,-0.0429,-247,402,260,447,1.46E+00,1.03E+00,1.03E+00,9.43E-01,1.15E+00,1N000,0,0,1nnn,ABUU,3,11,23,29,8,29,0,16,0,16,29.824,29.861,15.936,15.935,965992256,0.215,-172.6,1,16.159,0.132,15.395,0.129,15.027,null,0.295142857,-0.417,-2.025,-2.9428,0.318
J184125.51+080937.7,280.3563007,8.1604951,0.0496,0.0496,-0.0073,39.0852031,5.9236546,282.0034687,31.1692656,2881.62,3588.487,12.194,0.026,41.8,1.30E+00,12.255,0.028,39.2,1.04E+00,12.378,0.452,2.4,9.00E-01,9.164,null,-0.6,9.20E-01,1.08E+00,1,0,0,0,0,0,0,280.3562977,8.1604977,0.0567,0.0552,-0.008,-121,59,112,60,1.28E+00,1.05E+00,9.00E-01,9.20E-01,1.07E+00,1N000,0d00,0,11nn,AACU,7,11,30,30,30,30,0,16,0,16,29.668,29.655,15.978,15.913,965931354,0.252,-0.6,1,13.734,0.021,12.728,0.026,12.441,0.032,4.239857143,2.577,-1.6,-3.0402,-2.423
J184109.33+081135.0,280.2888993,8.1930667,0.0505,0.0544,0.0134,39.0844161,5.9978931,281.9289245,31.2072828,3056.217,3673.904,12.504,0.027,40.7,4.05E+00,12.6,0.03,36.3,1.41E+00,12.013,0.416,2.6,8.12E-01,8.81,null,0.2,9.97E-01,2.09E+00,2,1,0,0,0,0,0,280.2888738,8.1930199,0.0479,0.0475,-0.0066,-404,58,-74,60,9.35E+00,2.49E+00,8.13E-01,9.98E-01,4.17E+00,1N017,dd00,1,nnnn,AACU,7,11,28,28,28,28,0,15,0,15,29.386,29.874,16.251,16.515,1059003569,0.377,92,1,13.291,0.03,12.821,0.038,12.714,0.029,1.340714286,1.916,-1.4869,-2.9572,-1.713
J184049.89+081121.6,280.207915,8.1893335,0.0551,0.0533,-0.006,39.0449462,6.067883,281.8351638,31.2101951,3266.09,3664.337,13.325,0.026,41.9,2.19E+00,13.443,0.034,32.2,1.23E+00,12.535,null,-0.5,8.67E-01,9.004,null,-0.4,9.19E-01,1.43E+00,1,0,0,0,0,0,0,280.2079179,8.1893378,0.059,0.0555,-0.0111,-62,87,162,88,2.18E+00,1.22E+00,8.67E-01,9.19E-01,1.43E+00,1N002,0,0,21nn,AAUU,3,11,28,28,28,28,0,14,0,14,28.687,29.179,15.739,15.738,1059003533,0.205,-157.5,1,14.106,0.029,13.519,0.028,13.329,0.034,3.366142857,1.695,-1.9297,-2.9994,-1.392
J184056.86+080342.0,280.236934,8.06168,0.0555,0.056,-0.0107,38.9431358,5.985,281.8563129,31.080607,3191.253,3330.054,12.711,0.027,39.5,1.64E+00,12.834,0.032,33.9,1.16E+00,12.119,null,1.4,9.79E-01,8.806,null,0.6,1.08E+00,1.27E+00,1,0,0,0,0,0,0,280.236932,8.0616877,0.0601,0.0599,-0.0068,-63,69,302,72,1.61E+00,1.16E+00,9.80E-01,1.08E+00,1.26E+00,1N000,0,0,00nn,AAUU,3,11,29,29,29,29,0,15,0,15,29.352,29.736,15.831,15.391,1059002462,0.252,140.5,1,13.646,0.036,13.007,0.036,12.856,0.038,3.577285714,1.93,-1.8043,-2.961,-1.585
J184100.73+081524.3,280.2530687,8.2567654,0.1424,0.15,-0.0204,39.1257048,6.0581353,281.8937714,31.2737036,3148.891,3840.754,14.835,0.053,20.5,2.70E+00,15.711,0.179,6.1,1.17E+00,12.603,null,-0.8,9.86E-01,8.762,null,0.6,9.38E-01,1.60E+00,1,0,0,0,0,0,0,280.2530593,8.2567468,0.1476,0.6775,-0.0874,-688,260,-1095,1233,2.69E+00,1.17E+00,9.86E-01,9.38E-01,1.59E+00,1N006,0h00,0,1nnn,ABUU,3,11,27,28,4,28,0,14,0,15,29.805,28.983,15.068,15.656,null,null,null,0,null,null,null,null,null,null,-0.204,-0.859,-2.086,-2.8179,0.808
J184150.72+080525.0,280.4613721,8.0902862,0.4071,0.335,0.0719,39.0690005,5.7992,282.1176687,31.0905717,2609.411,3404.508,15.706,0.124,8.7,1.28E+00,15.928,null,1.6,9.27E-01,12.078,null,0.5,9.91E-01,8.748,null,0.9,1.09E+00,1.08E+00,1,0,0,0,0,0,0,280.461479,8.0902848,0.8271,0.5295,0.4036,1795,1350,14,1015,1.27E+00,9.27E-01,9.91E-01,1.09E+00,1.08E+00,1N001,0h00,0,1nnn,BUUU,1,11,16,29,0,29,0,16,0,16,29.665,29.807,15.929,15.67,965991505,1.272,-106,1,16.483,0.176,15.627,0.147,15.379,0.235,-0.462714286,-1.0666,-1.9281,-2.906,1.55
J184141.45+075734.7,280.4227293,7.9596397,0.0429,0.0409,0.0036,38.934385,5.7747955,282.0603472,30.9636076,2709.79,3062.516,11.442,0.024,44.9,2.09E+00,11.574,0.023,46.7,1.32E+00,12.22,0.377,2.9,1.07E+00,9.21,null,-0.3,8.80E-01,1.45E+00,1,0,0,0,0,0,0,280.4227282,7.9596387,0.0461,0.0429,-0.0075,-44,46,-33,46,2.09E+00,1.32E+00,1.07E+00,8.80E-01,1.45E+00,1N000,hh00,0,00nn,AACU,7,11,30,30,30,30,0,16,0,16,30.53,30.621,17.254,17.444,965992518,0.198,50.1,1,12.664,0.026,11.874,0.028,11.587,0.025,3.893714286,3.046,-1.7085,-2.9403,-2.946
J184150.64+075802.1,280.4610298,7.967268,0.1455,0.2542,0.0689,38.9583412,5.7443186,282.1051745,30.9680198,2610.469,3082.434,14.357,0.13,8.4,2.10E+00,14.37,0.147,7.4,1.09E+00,11.976,null,0.8,9.84E-01,8.438,null,-0.4,9.49E-01,1.39E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,nnnn,BBUU,3,11,29,29,20,29,0,15,0,15,31.246,31.427,16.5,16.684,965992480,0.668,125.2,1,14.862,0.043,14.464,0.076,14.405,0.097,-1.329571429,-0.654,-1.8842,-3.0289,0.094
J184124.13+081408.9,280.3505702,8.2358213,0.0729,0.0748,-0.0162,39.1503484,5.962485,282.0042215,31.2448023,2896.311,3785.704,13.565,0.033,32.6,1.31E+00,13.688,0.045,24.1,1.10E+00,12.168,0.3,3.6,9.32E-01,9.224,null,-1.1,9.14E-01,1.10E+00,1,0,0,0,0,0,0,280.3505616,8.2358276,0.0755,0.0774,-0.0165,-291,102,217,108,1.29E+00,1.10E+00,9.32E-01,9.14E-01,1.10E+00,2N000,0,0,00nn,AABU,7,11,30,30,30,30,1,16,0,16,29.952,30.415,15.966,15.739,965931937,0.134,-15.8,1,13.992,0.029,13.612,0.037,13.535,0.049,2.923571429,1.008,-1.482,-3.134,-0.78
J184115.34+081344.2,280.3139437,8.2289543,0.0965,0.098,-0.02,39.1278438,5.9918139,281.9613014,31.2409841,2991.231,3767.802,14.176,0.04,27.1,1.20E+00,14.581,0.064,16.9,1.28E+00,12.632,null,-2.4,8.85E-01,9.148,null,-1.3,1.11E+00,1.15E+00,1,0,0,0,0,0.005,4,280.3139408,8.2289634,0.1012,0.1026,-0.0211,-93,159,285,168,1.20E+00,1.28E+00,8.85E-01,1.11E+00,1.15E+00,1N000,D000,0,n0nn,AAUU,3,11,29,29,25,29,0,17,0,17,29.707,29.546,16.795,16.635,965931876,0.121,-27.6,1,14.918,0.048,14.379,0.065,14.423,0.107,2.238857143,0.107,-2.1851,-3.369,-0.351
J184049.81+080533.4,280.2075683,8.0926342,0.0581,0.0585,-0.0069,38.957858,6.0248637,281.8254547,31.1138527,3267.282,3411.175,13.499,0.028,39,3.10E+00,13.618,0.036,30.4,1.08E+00,12.327,null,0.4,8.87E-01,9.03,null,0.3,1.03E+00,1.69E+00,1,0,0,0,0,0,0,280.2075632,8.0926405,0.0663,0.065,-0.0112,-233,100,228,104,3.08E+00,1.09E+00,8.87E-01,1.03E+00,1.68E+00,1N000,Ph00,1,n0nn,AAUU,3,11,29,29,29,29,0,15,0,15,29.665,30.423,16.007,16.132,1059002720,0.342,112.4,1,14.216,0.035,13.637,0.041,13.641,0.048,2.043857143,1.664,-1.837,-2.97,-1.009
J184114.71+081502.2,280.3113219,8.2506178,0.1622,0.1709,-0.0305,39.1461486,6.0038402,281.9603876,31.2627884,2997.973,3824.522,14.968,0.061,17.7,1.18E+00,15.976,0.188,5.8,1.36E+00,12.663,null,-1.8,1.00E+00,9.185,null,-0.6,1.07E+00,1.18E+00,1,0,0,0,0,0,0,280.3113154,8.2506321,0.172,0.1793,-0.034,-184,302,401,323,1.17E+00,1.36E+00,1.00E+00,1.07E+00,1.18E+00,1N000,0,0,2nnn,ABUU,3,11,27,30,4,30,0,17,0,17,30.664,30.71,16.919,16.953,965932057,1.583,126.1,1,15.929,0.124,14.922,null,14.425,null,0.925,-1.08,-2.225,-3.191,1.013
J184050.03+080604.0,280.2084726,8.1011343,0.2192,0.1476,-0.0505,38.9659025,6.0278724,281.8273145,31.1222503,3264.913,3433.426,14.168,0.076,14.3,2.27E+00,14.204,0.099,11,9.86E-01,11.87,null,1,9.25E-01,8.814,null,0.4,9.53E-01,1.39E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,dd00,0,nnnn,AAUU,3,11,27,27,24,27,0,14,0,14,29.607,29.649,15.652,16.109,1059002795,1.236,-77.4,1,15.95,0.086,15.329,0.128,14.728,null,-0.654714286,-0.1858,-1.8001,-2.873,0.034
J184123.88+080403.5,280.3495115,8.0676421,0.0608,0.0636,-0.0131,38.9987315,5.8880362,281.9865873,31.0772982,2899.412,3345.405,14.193,0.027,40.8,2.01E+00,14.769,0.058,18.8,1.60E+00,12.545,null,-2.9,9.16E-01,9.227,null,-0.6,1.06E+00,1.50E+00,1,0,0,0,0,0,0,280.3495154,8.0676507,0.0641,0.0664,-0.0138,130,132,270,146,2.01E+00,1.60E+00,9.16E-01,1.06E+00,1.50E+00,1N000,0h00,0,11nn,AAUU,3,11,29,29,19,29,0,17,0,17,29.139,29.53,16.953,16.844,965930639,0.74,-169.6,1,15.371,0.084,14.806,0.1,14.385,0.098,3.386,-0.023,-2.2782,-3.181,-0.076
J184100.11+080651.4,280.2504828,8.1142782,0.0908,0.0908,-0.0218,38.9964587,5.9965822,281.8770014,31.1319172,3155.987,3467.725,13.935,0.037,29.1,1.38E+00,14.239,0.064,17,1.06E+00,12.487,null,0,8.78E-01,9.066,null,-0.6,9.37E-01,1.12E+00,2,0,0,0,0,0,0,280.2504786,8.1143474,0.0933,0.0936,-0.0216,-127,157,576,155,1.38E+00,1.08E+00,8.78E-01,9.38E-01,1.13E+00,3Y020,0,0,11nn,AAUU,3,11,28,28,28,28,0,14,0,14,27.697,27.638,14.136,14.985,1059002906,0.208,-107.3,1,14.5,0.043,14.13,0.062,13.932,0.063,2.353571429,0.342,-1.8781,-3.0574,-0.548
J184056.67+080327.5,280.2361623,8.0576579,0.1429,0.15,-0.0383,38.9391763,5.9838803,281.8550362,31.0766617,3193.265,3319.526,14.863,0.058,18.8,1.39E+00,15.263,0.104,10.4,1.04E+00,12.674,null,-2.3,8.70E-01,9.006,null,-0.8,9.31E-01,1.10E+00,1,0,0,0,0,0,0,280.236164,8.0576749,0.1555,0.1622,-0.0359,106,275,583,297,1.38E+00,1.03E+00,8.69E-01,9.31E-01,1.10E+00,1N001,0,0,10nn,AAUU,3,11,29,29,12,29,0,15,0,15,29.51,29.679,15.93,15.619,1059002423,0.192,-97.4,1,15.375,0.059,14.755,0.076,14.721,0.105,0.872142857,-0.298,-2.1571,-3.0905,0.289
J184143.90+080439.4,280.4329283,8.0776126,0.0901,0.0948,-0.0098,39.0449193,5.8186862,282.0836559,31.080315,2683.16,3371.366,13.8,0.039,27.7,1.30E+00,13.901,0.059,18.4,1.04E+00,12.746,null,-1.9,1.15E+00,9.028,null,0.1,7.84E-01,1.12E+00,1,0,0,0,0,0,0,280.4329259,8.077611,0.0939,0.1021,0.007,-66,120,-50,135,1.30E+00,1.04E+00,1.15E+00,7.84E-01,1.12E+00,2Y000,00D0,0,11nn,AAUU,3,11,29,29,29,29,0,15,0,15,29.353,30.077,15.214,15.838,965991586,0.409,4.3,1,14.811,0.057,14.201,0.057,13.935,0.088,2.227571429,0.505,-2.3835,-2.7643,-1.145
J184127.29+080832.9,280.3637137,8.1424762,0.064,0.0663,0.0037,39.0723167,5.9090179,282.0102538,31.1506964,2862.445,3541.299,13.071,0.031,35.2,1.06E+00,13.217,0.036,30,1.28E+00,12.607,null,-3.1,1.05E+00,9.108,null,-0.3,8.93E-01,1.10E+00,1,0,0,0,0,0,0,280.3637087,8.1424782,0.0664,0.0689,-0.0047,-225,80,60,85,1.04E+00,1.29E+00,1.05E+00,8.93E-01,1.10E+00,1N000,00HH,0,00nn,AAUU,3,11,29,29,29,29,0,15,0,15,29.421,29.595,15.966,15.657,965931219,0.287,46.5,1,14.8,0.047,13.692,0.026,13.325,0.043,3.539,1.421,-2.4345,-2.9534,-1.69
J184132.12+080845.1,280.3838429,8.1458854,0.0498,0.0494,-0.0034,39.0843607,5.8927344,282.0337891,31.1524259,2810.269,3550.188,12.578,0.026,42.6,6.33E+00,12.507,0.029,37.2,2.41E+00,10.785,0.099,10.9,1.23E+00,8.437,0.33,3.3,1.28E+00,3.26E+00,2,0,0,0,0,0.003,0,280.3838335,8.1458915,0.091,0.1037,-0.0199,-259,101,157,121,6.29E+00,2.41E+00,1.23E+00,1.28E+00,3.25E+00,3N000,ddHH,1,33nn,AAAB,15,11,29,29,29,29,11,16,1,16,29.855,29.539,16.008,15.757,965931246,0.934,-4.6,2,14.857,0.073,13.827,0.077,13.36,0.061,-0.667857143,1.011,-0.8685,-2.62,-0.578
J184140.85+081426.4,280.4202178,8.2406798,0.0739,0.0753,-0.0134,39.1857735,5.9030437,282.0850361,31.2438626,2715.836,3798.302,13.436,0.034,31.8,1.60E+00,13.677,0.043,25.4,1.25E+00,12.584,null,-1.7,8.98E-01,9.106,null,-2.3,8.74E-01,1.24E+00,1,0,0,0,0,0,0,280.4202136,8.240689,0.0765,0.0777,-0.0146,-138,101,362,106,1.58E+00,1.25E+00,8.98E-01,8.73E-01,1.23E+00,1N000,0,0,21nn,AAUU,3,11,29,29,29,29,0,15,0,15,29.65,30.582,15.194,15.862,965990347,0.2,37.4,1,14.32,0.03,13.585,0.026,13.421,0.043,2.511285714,0.992,-2.1107,-3.3336,-1.207
J184145.33+081351.7,280.4389055,8.2310406,0.0404,0.0376,-0.0052,39.1854455,5.8821901,282.1056409,31.2327,2667.429,3773.039,10.717,0.023,47,1.69E+00,10.835,0.021,51.1,1.43E+00,10.847,0.104,10.5,8.06E-01,9.114,null,-0.7,1.10E+00,1.36E+00,2,0,0,0,0,0,0,280.4388887,8.2310495,0.0422,0.0386,-0.0053,-34,118,117,39,1.68E+00,1.43E+00,8.08E-01,1.11E+00,1.36E+00,2Y006,0,0,000n,AAAU,7,11,29,29,29,29,9,16,0,16,30.408,30.19,15.978,15.772,965990436,0.128,-20.3,1,12.005,0.026,11.096,0.022,10.836,0.026,4.597714286,3.38,-0.4938,-3.244,-2.312
J184119.56+081259.3,280.3315137,8.2164829,0.1493,0.1541,-0.023,39.1244684,5.9706796,281.9803519,31.2271065,2945.733,3735.115,14.761,0.059,18.3,2.01E+00,14.807,0.094,11.5,1.02E+00,12.028,null,1.3,8.30E-01,9.073,0.535,2,8.81E-01,1.27E+00,1,0,0,0.001,0,0,0,280.3315187,8.2164606,0.2069,0.2004,0.0354,65,322,-519,321,2.01E+00,1.02E+00,8.30E-01,8.81E-01,1.27E+00,3N001,0h00,0,10nn,AAUC,11,11,29,29,20,29,0,17,0,17,29.528,29.896,16.922,16.733,965931775,1.379,-133.7,1,15.884,0.118,15.544,0.167,14.352,null,0.171714286,-0.168,-1.6675,-2.4805,0.479
J184042.00+075946.8,280.1750409,7.9963431,0.1089,0.1164,-0.0168,38.8567874,6.0105007,281.7787444,31.0205336,3351.904,3159.17,14.59,0.045,24,1.85E+00,14.939,0.087,12.5,1.14E+00,11.642,0.213,5.1,1.00E+00,8.249,null,2,9.82E-01,1.31E+00,3,0,0.001,0,0,0,0,280.1750593,7.9963419,0.1867,0.2096,-0.0238,302,307,-24,348,1.85E+00,1.14E+00,1.00E+00,9.82E-01,1.30E+00,2N000,0,0,20nn,AABU,7,11,29,29,16,29,1,17,0,17,29.521,29.633,16.921,16.804,1059001903,0.13,58.5,1,15.447,0.066,14.736,0.075,14.727,0.11,1.146,-0.192,-1.3625,-2.582,0.997
J184037.18+075733.6,280.1549255,7.9593334,0.166,0.1789,-0.0333,38.8145424,6.0117195,281.7520452,30.9852798,3404.178,3062.336,15.659,0.063,17.3,2.77E+00,15.928,0.182,6,1.30E+00,12.723,null,-2.1,9.46E-01,9.074,null,0.1,9.82E-01,1.65E+00,1,0,0,0,0,0,0,280.154932,7.9593009,0.2147,0.2332,-0.0322,152,526,-734,574,2.76E+00,1.30E+00,9.45E-01,9.82E-01,1.65E+00,1N000,0,0,2nnn,ABUU,3,11,22,29,5,29,0,16,0,16,28.881,28.712,16.069,16.464,508014848,0.348,86.1,1,15.802,0.077,15.725,0.153,15.071,0.138,-0.725142857,-0.999,-2.2082,-2.9616,0.905
J184134.87+075844.2,280.3953,7.9789524,0.0628,0.0637,-0.0227,38.9394857,5.8077369,282.0306644,30.9851293,2780.878,3113.123,12.765,0.03,35.8,1.72E+00,12.83,0.034,32,1.09E+00,11.631,0.209,5.2,1.08E+00,8.563,0.325,3.3,9.24E-01,1.26E+00,1,0,0,0,0,0,0,280.3953084,7.9789568,0.0719,0.0739,-0.0286,216,80,122,85,1.71E+00,1.08E+00,1.08E+00,9.24E-01,1.26E+00,3N001,hhO0,0,20nn,AABB,15,11,29,29,29,29,2,15,1,15,29.693,29.744,16.024,16.01,965929925,0.294,40,1,13.674,0.022,13.059,0.021,12.908,0.027,2.969714286,1.811,-1.431,-2.2642,-1.101
J184114.62+075841.1,280.310949,7.9780985,0.061,0.0631,-0.0107,38.9010575,5.8820156,281.9334786,30.9912441,2999.584,3111.051,13.062,0.031,35.1,1.99E+01,13.11,0.034,32.1,6.06E+00,12.367,null,0.6,9.31E-01,8.658,null,0.9,9.43E-01,8.68E+00,1,0,0,0,0,0,0,280.3109442,7.9781076,0.0625,0.065,-0.0114,-209,77,220,84,1.99E+01,6.06E+00,9.31E-01,9.43E-01,8.67E+00,1N001,0h00,1,22nn,AAUU,3,11,29,29,29,29,0,16,0,16,31.138,31.482,17.965,17.73,965929918,0.962,35.9,1,14.464,0.04,13.45,null,13.151,null,-15.34428571,-3.15,-1.8557,-2.763,-1.557
J184113.31+080643.8,280.305484,8.1121733,0.1498,0.159,-0.0337,39.0191045,5.9469633,281.9401885,31.1253049,3013.435,3462.083,14.907,0.056,19.3,1.57E+00,16.085,0.218,5,1.28E+00,12.487,null,0.1,9.26E-01,8.771,null,0.5,1.02E+00,1.27E+00,1,0,0,0,0,0,0,280.3054569,8.1121763,0.1675,0.1789,-0.0405,-796,299,97,323,1.56E+00,1.28E+00,9.26E-01,1.02E+00,1.27E+00,1N000,0,0,1nnn,ABUU,3,11,28,28,5,28,0,14,0,13,30.512,30.754,16.102,15.603,965930990,0.419,-6.3,1,15.699,0.09,15.148,0.104,14.979,0.155,0.760571429,-1.075,-1.9133,-2.921,1.298
J184058.61+081147.0,280.2442391,8.1964104,0.1121,0.1226,-0.0226,39.0675061,6.03891,281.8777418,31.2142791,3171.939,3682.767,15.473,0.041,26.5,3.96E+00,16.57,0.24,4.5,1.48E+00,12.518,null,-3.3,8.29E-01,8.888,null,-1.4,9.61E-01,2.13E+00,2,1,0,0,0,0,0,280.244247,8.1964131,0.1212,0.1312,-0.0237,444,383,151,418,5.52E+00,1.55E+00,8.29E-01,9.61E-01,2.69E+00,1N000,0h00,1,nnnn,ABUU,3,11,27,28,4,28,0,13,0,13,28.583,28.836,14.668,14.567,1059003606,2.814,-1.1,2,15.844,0.089,15.293,null,15.514,null,-0.599857143,-1.329,-2.2414,-3.2411,1.752
J184147.01+080925.7,280.4458884,8.1571454,0.0954,0.1015,-0.0172,39.1221603,5.8428831,282.1064112,31.1584852,2649.446,3579.57,14.738,0.04,26.9,1.47E+00,14.939,0.072,15.1,1.19E+00,12.276,null,0.8,9.02E-01,8.92,null,0.7,1.09E+00,1.20E+00,1,0,0,0,0,0,0,280.4458845,8.1571445,0.1226,0.1338,-0.0112,-81,247,-18,276,1.47E+00,1.19E+00,9.02E-01,1.09E+00,1.20E+00,1N000,0,0,21nn,AAUU,3,11,28,28,19,28,0,16,0,16,30.294,30.542,15.978,15.934,965991000,0.086,129.9,1,15.641,0.077,14.87,0.065,14.656,0.129,1.945285714,0.016,-1.8018,-2.946,0.363
J184135.48+080422.7,280.3978514,8.0729955,0.2069,0.346,-0.1087,39.0251156,5.8476567,282.0427965,31.0786302,2774.094,3359.333,14.651,0.123,8.8,2.12E+00,14.946,0.169,6.4,1.33E+00,12.454,null,-0.3,1.49E+00,9.114,null,-0.7,1.08E+00,1.56E+00,1,0,0,0,0,0,0,280.3980585,8.0733439,0.2615,0.4696,-0.1962,3718,700,5767,642,1.79E+00,1.25E+00,1.49E+00,1.08E+00,1.43E+00,1N019,hH0D,0,5nnn,BBUU,3,11,19,28,8,28,1,15,1,16,28.032,28.592,15.909,15.838,null,null,null,0,null,null,null,null,null,null,-1.292428571,-0.986,-2.5315,-3.223,0.192
J184109.61+081218.1,280.2900595,8.2050298,0.1189,0.1225,-0.0334,39.0956873,6.002227,281.9314246,31.2191091,3053.18,3705.221,15.6,0.042,25.9,2.83E+00,16.334,0.23,4.7,1.02E+00,12.55,null,-0.4,8.32E-01,9.206,null,-0.8,1.11E+00,1.59E+00,1,0,0,0,0,0,0,280.2900684,8.2050454,0.1675,0.1692,-0.0373,192,449,335,465,2.83E+00,1.02E+00,8.32E-01,1.11E+00,1.59E+00,1N000,0h00,0,2nnn,ABUU,3,11,25,29,1,29,0,16,0,16,29.392,29.662,15.94,15.832,null,null,null,0,null,null,null,null,null,null,0.444428571,-0.846,-1.8822,-3.266,1.484
J184054.74+080105.4,280.2280836,8.0181829,0.2267,0.2587,-0.0772,38.9000908,5.9733368,281.8419292,31.037981,3214.321,3216.198,15.866,0.082,13.3,1.69E+00,16.266,0.31,3.5,1.21E+00,12.619,null,-0.3,9.71E-01,8.696,null,1.1,9.59E-01,1.28E+00,1,0,0,0,0,0,0,280.2278282,8.0182997,0.3397,0.3815,-0.0844,-3864,751,1827,854,1.66E+00,1.21E+00,9.72E-01,9.58E-01,1.26E+00,1N001,0,0,1nnn,ABUU,3,11,16,27,0,27,0,15,0,15,28.883,29.809,17.024,17.391,1059002075,1.68,95.2,1,16.535,0.149,15.714,null,15.734,null,-0.222571429,-1.164,-2.0088,-2.7391,1.347
