designation,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,r_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J202253.16+403152.2,305.7215273,40.5311811,20h22m53.17s,40d31m52.25s,0.0492,0.0496,0.0019,12.262,0.024,44.7,1.773E+01,12.290,0.029,37.4,3.932E+00,11.804,null,-3.9,8.250E-01,8.284,null,-4.7,9.892E-01,1,0,0.000,0.000,0.000,0.000,207,52,213,53,ddd0,1,99nn,AAUU,0000,44,44,44,44,0,18,0,19,305546403,1.757,14.014,0.035,13.180,0.041,12.909,0.039,916.333854,193.588593
J202408.57+405738.1,306.0357318,40.9605948,20h24m08.58s,40d57m38.14s,0.1191,0.1194,-0.0297,14.172,0.051,21.3,1.500E+00,14.195,0.078,13.8,9.536E-01,12.233,null,-8.8,1.053E+00,8.504,null,-3.2,8.362E-01,1,0,0.000,0.000,0.000,0.000,21,154,108,156,0000,0,10nn,AAUU,0000,54,54,50,54,0,14,0,20,305643281,0.586,17.404,null,15.475,0.114,14.517,0.094,916.657511,44.306735
J202405.56+403517.5,306.0231793,40.5882138,20h24m05.56s,40d35m17.57s,0.0697,0.0696,-0.0112,13.715,0.031,35.0,5.696E+00,13.893,0.049,22.0,1.474E+00,10.220,0.156,6.9,1.746E+00,7.629,0.232,4.7,8.527E-01,1,0,0.000,0.000,0.000,0.000,144,87,129,90,0000,1,230n,AABB,0000,49,49,44,49,16,19,2,19,305646263,1.399,15.471,0.057,14.639,0.072,14.263,0.077,916.717221,138.321855
J202156.83+405217.3,305.4868089,40.8714792,20h21m56.83s,40d52m17.33s,0.0458,0.0459,-0.0090,11.018,0.026,41.1,4.533E+00,10.633,0.023,46.8,2.983E+00,11.684,null,-7.7,1.061E+00,8.020,null,-4.9,5.883E-01,2,0,0.000,0.000,0.000,0.000,98,38,-172,38,ddd0,1,11nn,AAUU,0000,43,43,43,43,0,2,0,19,305441847,0.482,13.419,null,12.117,0.033,11.427,null,916.866556,291.485583
J202159.87+405335.2,305.4994725,40.8931274,20h21m59.87s,40d53m35.26s,0.1270,0.1328,-0.0397,13.638,0.057,19.1,2.145E+00,13.463,0.064,17.0,9.633E-01,9.821,0.203,5.4,7.677E-01,6.020,null,1.8,2.816E-01,3,0,0.000,0.000,0.000,0.000,-185,111,-91,115,0000,0,111n,AABU,0000,43,43,43,43,16,18,0,18,305441702,0.193,15.308,0.046,14.302,0.053,13.900,0.068,917.000148,296.812307
J202217.97+403522.8,305.5749103,40.5896698,20h22m17.98s,40d35m22.81s,0.1380,0.1430,-0.0133,14.887,0.054,20.1,1.481E+00,15.169,0.124,8.7,1.161E+00,11.181,0.266,4.1,8.155E-01,6.542,0.095,11.4,2.250E+00,2,0,0.000,0.000,0.000,0.000,20,573,-599,623,0000,0,1nn0,ABBA,0000,43,44,15,44,4,19,16,19,305527668,0.642,16.242,0.098,15.208,0.102,14.862,0.150,917.054662,222.193258
J202151.41+404557.7,305.4642391,40.7660420,20h21m51.42s,40d45m57.75s,0.0386,0.0362,0.0070,9.042,0.023,46.8,1.246E+00,9.124,0.020,53.8,1.466E+00,9.398,0.070,15.4,1.077E+00,8.103,null,-3.4,6.859E-01,1,0,0.000,0.000,0.000,0.000,-12,32,54,34,0hpp,0,011n,AAAU,0000,44,44,44,44,19,19,0,19,305442709,0.230,10.333,0.020,9.491,0.018,9.220,0.013,917.081446,267.279590
J202152.17+404900.0,305.4674005,40.8166701,20h21m52.18s,40d49m00.01s,0.0864,0.0871,-0.0214,13.666,0.037,29.3,6.656E+00,13.830,0.057,19.2,1.446E+00,10.897,0.484,2.2,4.763E-01,7.294,null,0.3,3.249E-01,1,0,0.000,0.000,0.000,0.000,165,132,15,140,00p0,1,21nn,AACU,0000,42,42,39,41,1,18,0,18,305442301,1.541,15.300,0.052,14.468,0.055,14.229,0.089,917.283587,278.696951
J202427.88+404129.0,306.1161700,40.6913981,20h24m27.88s,40d41m29.03s,0.0906,0.0899,-0.0154,13.492,0.040,27.4,2.533E+00,13.672,0.055,19.9,1.217E+00,10.474,null,-0.1,2.998E-01,7.894,null,-2.5,4.493E-01,2,0,0.000,0.000,0.000,0.000,121,116,67,114,000D,0,10nn,AAUU,0000,50,50,49,50,0,19,0,18,305645408,0.296,14.639,0.034,13.921,0.031,13.717,0.045,917.305962,109.914242
J202311.86+403125.6,305.7994257,40.5237922,20h23m11.86s,40d31m25.65s,0.0870,0.0871,-0.0214,13.198,0.038,28.6,1.490E+00,13.163,0.050,21.7,1.312E+00,11.663,null,0.2,6.357E-01,8.271,null,-9.3,1.913E+00,1,0,0.000,0.000,0.000,0.000,50,85,-158,85,0000,0,10nn,AAUU,0000,47,47,47,47,0,19,0,19,305546468,0.192,15.723,0.071,14.175,0.052,13.562,0.052,917.382581,180.134045
J202319.14+403129.1,305.8297769,40.5247704,20h23m19.15s,40d31m29.17s,0.0415,0.0394,0.0069,10.834,0.023,46.9,2.470E+00,10.887,0.023,47.8,1.564E+00,11.940,null,-6.9,1.648E+00,6.844,null,-2.4,4.047E-01,1,0,0.000,0.000,0.000,0.000,136,36,-17,35,0000,0,01nn,AAUU,0000,47,47,47,47,0,11,0,19,305546461,0.681,11.588,0.025,11.171,0.020,11.034,0.017,917.419639,174.940426
J202243.43+403225.0,305.6809858,40.5403012,20h22m43.44s,40d32m25.08s,0.0449,0.0449,-0.0127,12.457,0.026,41.9,6.146E+00,12.454,0.026,42.0,2.350E+00,8.293,0.032,34.1,1.104E+01,5.809,0.138,7.9,2.283E+00,2,0,0.000,0.001,0.000,0.000,397,49,-69,49,00h0,1,1011,AAAB,0000,42,42,42,42,19,19,18,19,305527289,0.460,13.290,0.022,12.832,0.026,12.820,0.032,917.652201,200.820817
J202413.33+405642.1,306.0555736,40.9450312,20h24m13.34s,40d56m42.11s,0.0867,0.0976,-0.0150,13.679,0.043,25.1,1.800E+00,13.692,0.048,22.5,1.379E+00,11.718,0.365,3.0,7.774E-01,8.279,null,-0.9,8.900E-01,2,1,0.000,0.000,0.000,0.000,-42,103,107,112,0000,0,nnnn,AACU,0000,58,58,58,58,1,22,0,22,305643403,0.122,16.863,null,15.045,0.083,14.185,0.076,917.762203,49.166393
J202431.81+404912.7,306.1325720,40.8202134,20h24m31.82s,40d49m12.77s,0.0957,0.0967,-0.0199,13.907,0.041,26.2,1.611E+00,14.027,0.058,18.7,1.065E+00,10.766,null,0.4,3.795E-01,8.257,null,1.2,1.051E+00,1,0,0.001,0.000,0.000,0.000,-48,136,216,141,0000,0,31nn,AAUU,0000,59,60,60,60,0,26,0,26,305644373,0.194,16.549,0.131,15.063,0.080,14.608,0.104,918.047875,80.504403
J202152.11+404426.8,305.4671258,40.7407857,20h21m52.11s,40d44m26.83s,0.1989,0.1385,-0.0805,13.488,0.064,17.0,1.879E+00,13.646,0.075,14.5,1.507E+00,10.548,null,-1.1,3.620E-01,6.748,0.140,7.8,1.403E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,00Pp,0,nnnn,AAUB,0000,51,51,51,51,0,24,17,26,305442944,0.626,14.725,0.037,13.967,0.031,13.549,0.047,918.421132,261.580238
J202215.58+405741.4,305.5649250,40.9615060,20h22m15.58s,40d57m41.42s,0.0446,0.0425,0.0058,11.191,0.024,46.0,1.167E+00,11.249,0.025,43.2,1.208E+00,12.045,null,-0.4,7.906E-01,7.123,0.259,4.2,1.717E+00,1,0,0.000,0.000,0.000,0.000,-23,38,50,38,0000,0,01nn,AAUB,0000,49,49,49,49,0,21,5,21,305441196,0.149,11.305,0.022,11.273,0.018,11.234,0.018,918.552012,315.865241
J202152.86+404951.2,305.4702677,40.8309071,20h21m52.86s,40d49m51.27s,0.1493,0.1743,-0.0566,14.364,0.063,17.4,1.854E+00,14.642,0.111,9.8,1.228E+00,11.269,null,-0.6,6.585E-01,7.992,null,-2.0,1.126E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,ABUU,0000,41,41,26,41,0,18,0,18,305442202,1.394,15.988,null,15.257,0.112,14.652,null,918.580755,281.932454
J202306.56+403126.5,305.7773519,40.5240341,20h23m06.56s,40d31m26.52s,0.0854,0.0836,-0.0142,13.712,0.035,30.9,1.967E+00,13.857,0.062,17.4,9.980E-01,11.686,null,0.8,9.370E-01,7.379,null,-0.1,5.408E-01,1,0,0.000,0.000,0.000,0.000,0,120,0,118,0000,0,21nn,AAUU,0000,45,45,44,45,0,18,0,18,305546467,0.335,15.994,null,15.148,0.105,14.510,0.109,918.633167,183.904367
J202241.51+403232.3,305.6729821,40.5423154,20h22m41.52s,40d32m32.34s,0.0476,0.0479,-0.0069,13.609,0.028,39.0,1.058E+01,13.034,0.028,38.6,5.666E+00,8.309,0.027,39.6,1.317E+01,5.843,0.123,8.8,1.820E+00,1,0,0.000,0.000,0.000,0.000,-598,77,446,78,0dd0,1,1200,AAAB,0000,42,42,42,42,19,19,19,19,305527305,1.214,15.872,0.081,15.185,0.114,14.620,0.113,918.914302,202.257877
J202416.55+403729.4,306.0689750,40.6248355,20h24m16.55s,40d37m29.41s,0.0739,0.0736,-0.0140,13.048,0.032,33.9,1.556E+01,13.018,0.050,21.5,3.712E+00,11.092,0.207,5.2,7.945E-01,8.667,null,-4.8,1.082E+00,2,0,0.000,0.000,0.000,0.000,160,95,207,85,0hh0,1,86nn,AABU,0000,50,50,51,51,5,20,0,20,305645971,0.767,16.927,0.165,14.687,0.052,13.785,0.054,918.991465,126.956103
J202413.30+403643.3,306.0554238,40.6120480,20h24m13.30s,40d36m43.37s,0.0796,0.0777,-0.0221,12.992,0.034,31.6,1.645E+00,13.163,0.049,22.0,1.466E+00,12.118,null,-4.6,9.879E-01,8.568,null,-6.8,9.982E-01,2,1,0.000,0.000,0.000,0.000,-134,73,49,73,P000,0,nnnn,AAUU,0000,49,49,49,49,0,18,0,19,305646073,0.127,13.982,0.031,13.375,0.031,13.255,0.037,919.152196,130.639848
J202327.05+403139.6,305.8627232,40.5276934,20h23m27.05s,40d31m39.70s,0.0456,0.0437,0.0061,11.823,0.024,45.8,1.324E+00,11.925,0.026,41.7,1.615E+00,11.832,null,-0.1,7.763E-01,8.677,null,-14.2,2.190E+00,1,0,0.000,0.000,0.000,0.000,25,44,12,44,0000,0,00nn,AAUU,0000,46,46,46,46,0,18,0,18,305546443,0.154,12.303,0.025,11.956,0.020,11.877,0.018,919.329204,169.276620
J202151.13+404716.8,305.4630817,40.7880078,20h21m51.14s,40d47m16.83s,0.0445,0.0420,-0.0073,11.049,0.024,44.7,2.567E+00,11.146,0.024,45.8,1.564E+00,11.660,null,-1.2,8.685E-01,8.134,null,-6.3,1.370E+00,2,1,0.000,0.000,0.000,0.010,-23,37,-108,37,00Dp,0,nnnn,AAUU,0000,43,43,43,43,0,18,0,18,305442552,0.155,11.379,0.020,11.121,0.018,11.055,0.016,919.587623,272.216270
J202158.31+405304.4,305.4929983,40.8845832,20h21m58.32s,40d53m04.50s,0.0526,0.0559,-0.0078,12.298,0.027,40.5,2.134E+00,12.274,0.031,34.8,1.284E+00,10.003,0.155,7.0,4.313E-01,5.972,null,1.4,3.721E-01,2,1,0.000,0.000,0.000,0.000,138,73,-449,70,0000,0,nnnn,AABU,0000,44,44,44,44,11,19,1,19,305441751,0.236,14.680,0.041,13.283,0.031,12.697,0.029,919.655180,294.606707
J202226.24+403405.1,305.6093495,40.5680989,20h22m26.24s,40d34m05.16s,0.0998,0.0961,-0.0184,13.543,0.042,26.0,1.340E+00,13.788,0.060,18.2,1.102E+00,10.615,0.161,6.7,8.346E-01,6.193,0.270,4.0,1.405E+00,3,0,0.000,0.000,0.000,0.000,-35,100,218,100,00O0,0,21n1,AABB,0000,43,43,41,43,12,18,14,18,305527498,0.458,15.334,0.044,14.223,0.050,13.852,0.059,919.750876,214.574916
J202151.08+404656.9,305.4628360,40.7824985,20h21m51.08s,40d46m56.99s,0.0513,0.0501,0.0018,12.361,0.026,41.3,1.672E+00,12.432,0.029,36.9,1.475E+00,12.160,null,-5.9,8.139E-01,6.930,null,-1.8,3.866E-01,2,1,0.000,0.000,0.000,0.000,17,53,-62,53,00Dp,0,nnnn,AAUU,0000,43,43,43,43,0,18,0,18,305442598,0.047,13.838,0.025,12.866,0.023,12.545,0.026,919.780260,270.979982
J202154.08+404235.6,305.4753464,40.7099001,20h21m54.08s,40d42m35.64s,0.0564,0.0557,-0.0083,13.724,0.029,38.0,3.048E+00,14.072,0.050,21.6,1.604E+00,12.579,null,-29.3,2.686E+00,9.024,null,-38.7,4.844E+00,1,0,0.000,0.000,0.000,0.000,13,100,-221,98,00PH,1,42nn,AAUU,0000,53,53,47,53,0,0,0,29,305443229,0.344,16.193,0.103,14.584,0.059,13.843,0.062,919.943364,254.506028
J202342.27+403229.6,305.9261383,40.5415774,20h23m42.27s,40d32m29.68s,0.0517,0.0508,-0.0077,13.088,0.026,41.2,1.168E+01,13.402,0.028,39.3,2.528E+00,10.654,0.410,2.7,3.999E-01,7.510,null,1.8,5.498E-01,1,0,0.000,0.000,0.000,0.000,0,101,0,92,hhdh,1,33nn,AACU,0000,49,49,47,49,3,19,0,19,305626646,0.616,15.556,0.052,14.209,0.046,13.761,0.055,920.042658,158.009608
J202416.50+405601.5,306.0687605,40.9337645,20h24m16.50s,40d56m01.55s,0.1013,0.1036,-0.0204,14.110,0.047,23.2,1.934E+00,14.145,0.063,17.2,9.803E-01,12.730,null,-13.3,1.360E+00,9.042,null,-5.3,1.099E+00,1,0,0.000,0.000,0.000,0.000,219,140,-274,141,0000,0,10nn,AAUU,0000,57,57,54,57,0,17,0,22,305643487,0.351,17.032,0.198,15.625,0.131,14.762,0.120,920.130096,52.539265
J202152.86+404330.4,305.4702799,40.7251290,20h21m52.87s,40d43m30.46s,0.0468,0.0447,0.0084,12.264,0.025,44.0,4.069E+00,12.249,0.027,40.1,1.351E+00,10.224,0.101,10.8,9.038E-01,6.439,0.184,5.9,9.549E-01,1,0,0.000,0.000,0.000,0.001,71,45,-212,44,00Pd,1,21n2,AAAB,0000,53,53,53,53,26,28,21,28,305443071,0.337,15.184,0.042,13.459,0.027,12.725,0.028,920.146376,258.027607
J202432.42+404450.0,306.1351177,40.7472281,20h24m32.43s,40d44m50.02s,0.0876,0.0858,-0.0189,13.203,0.039,27.5,2.058E+00,13.240,0.046,23.4,9.968E-01,10.637,0.395,2.7,3.794E-01,7.356,0.278,3.9,1.116E+00,1,0,0.000,0.000,0.000,0.000,118,77,-72,77,0000,0,21nn,AACB,0000,55,55,54,54,1,20,4,20,305644926,0.403,14.386,0.029,13.696,0.029,13.398,0.043,920.159679,96.945321
J202430.87+404312.0,306.1286572,40.7200047,20h24m30.88s,40d43m12.02s,0.0482,0.0462,0.0041,11.522,0.026,42.5,1.531E+00,11.520,0.026,42.1,1.420E+00,12.189,null,-7.6,1.081E+00,7.292,null,0.9,1.013E+00,1,0,0.000,0.000,0.000,0.000,51,41,21,43,0000,0,11nn,AAUU,0000,53,53,53,53,0,14,1,19,305645162,0.125,12.919,0.022,12.016,0.041,11.728,0.019,920.279889,103.148295
J202200.48+405355.7,305.5020026,40.8988326,20h22m00.48s,40d53m55.80s,0.0759,0.0755,-0.0173,13.032,0.034,32.3,1.259E+00,13.061,0.047,22.9,8.554E-01,10.695,0.464,2.3,3.894E-01,6.425,null,0.8,1.863E-01,3,0,0.000,0.000,0.000,0.000,-55,94,-6,92,0000,0,11nn,AACU,0000,44,44,44,44,2,18,0,18,305441667,0.593,14.188,0.033,13.522,0.037,13.192,0.040,920.296393,298.147663
J202151.59+404834.7,305.4649897,40.8096536,20h21m51.60s,40d48m34.75s,0.1649,0.1726,-0.0429,14.425,0.064,16.9,2.168E+00,14.713,0.140,7.8,9.327E-01,10.873,null,-1.0,3.317E-01,8.394,null,-3.4,6.565E-01,1,0,0.000,0.000,0.000,0.000,337,238,-242,237,00pp,0,10nn,ABUU,0000,42,42,22,42,0,18,0,18,305442363,1.205,16.318,0.119,15.346,null,14.931,null,920.422004,277.081244
J202336.31+403204.9,305.9013270,40.5347215,20h23m36.32s,40d32m05.00s,0.0802,0.0795,-0.0176,14.155,0.032,33.5,2.523E+00,14.817,0.078,14.0,2.150E+00,10.838,null,-2.9,4.401E-01,8.007,null,-1.4,6.927E-01,1,0,0.000,0.000,0.000,0.000,-186,159,339,161,00d0,0,43nn,AAUU,0000,49,49,19,49,0,9,0,19,305626577,0.125,16.902,0.158,15.010,0.077,14.281,0.081,920.438342,162.507819
J202324.51+410152.7,305.8521345,41.0313183,20h23m24.51s,41d01m52.75s,0.0475,0.0460,0.0036,11.993,0.026,42.6,3.838E+00,11.911,0.026,42.5,2.024E+00,10.178,0.115,9.5,9.415E-01,7.536,0.158,6.9,8.823E-01,1,0,0.000,0.000,0.000,0.000,-60,48,-93,51,0000,1,0011,AABB,0000,54,54,54,54,19,19,7,19,305542344,0.225,13.267,0.024,12.660,0.024,12.284,0.028,920.618920,8.810596
J202433.04+404719.3,306.1377012,40.7886981,20h24m33.05s,40d47m19.31s,0.2341,0.2118,-0.0740,14.395,0.094,11.6,2.700E+00,14.423,0.104,10.5,1.437E+00,10.955,null,1.4,7.681E-01,6.822,0.154,7.1,1.430E+00,3,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,AAUB,0000,58,58,40,58,1,23,10,23,305644604,0.631,16.959,0.193,15.153,0.102,14.668,0.118,920.665974,87.631313
J202153.16+404312.6,305.4715161,40.7201774,20h21m53.16s,40d43m12.64s,0.0846,0.0846,-0.0184,14.726,0.034,31.6,2.917E+00,14.902,0.072,15.0,1.196E+00,12.358,null,-2.5,7.182E-01,8.161,null,-2.8,6.865E-01,1,0,0.000,0.000,0.000,0.000,841,199,-4,207,00PD,0,31nn,AAUU,0000,51,52,25,52,0,27,0,28,305443116,0.782,16.506,0.146,15.493,0.128,14.867,null,920.791401,256.899024
J202432.95+404546.2,306.1373280,40.7628378,20h24m32.96s,40d45m46.22s,0.0835,0.0811,-0.0134,13.447,0.035,31.2,2.380E+00,13.638,0.061,17.7,1.299E+00,11.395,null,-5.5,6.505E-01,8.403,null,-10.6,1.161E+00,1,0,0.000,0.000,0.000,0.000,187,88,-46,89,0h00,0,41nn,AAUU,0000,54,54,53,54,0,3,0,19,305644805,0.417,14.791,0.039,13.925,0.039,13.629,0.047,920.866802,93.427212
J202415.47+403710.3,306.0644928,40.6195494,20h24m15.48s,40d37m10.38s,0.0391,0.0415,0.0093,10.471,0.023,47.9,2.002E+00,10.342,0.022,50.2,1.642E+00,10.391,0.134,8.1,7.630E-01,8.417,null,-5.4,1.216E+00,2,0,0.000,0.000,0.000,0.000,11,37,25,34,0hh0,0,430n,AABU,0000,51,51,51,51,18,20,0,20,305646013,0.089,12.382,0.021,11.326,0.017,10.835,0.016,920.990349,128.360033
J202406.04+405810.9,306.0251834,40.9697169,20h24m06.04s,40d58m10.98s,0.0317,0.0313,0.0054,9.970,0.023,47.0,1.521E+00,8.836,0.020,53.6,1.576E+00,6.417,0.017,65.3,8.861E-01,4.723,0.035,30.9,1.986E+00,1,0,0.000,0.000,0.000,0.000,-26,29,-141,28,0000,0,0000,AAAA,0000,53,53,53,53,19,19,19,19,305643207,0.022,14.654,0.032,12.360,0.017,11.284,0.023,921.040584,41.601723
J202152.28+404930.6,305.4678446,40.8251807,20h21m52.28s,40d49m30.65s,0.1522,0.1428,-0.0559,14.466,0.054,20.0,2.782E+00,14.894,0.118,9.2,1.304E+00,11.092,null,-0.9,4.581E-01,7.503,null,-2.6,7.203E-01,3,1,0.000,0.000,0.000,0.000,null,null,null,null,00p0,0,nnnn,ABUU,0000,41,41,18,41,0,18,0,18,305442240,1.355,16.256,0.110,15.262,0.101,14.919,null,921.109271,280.593353
J202212.82+405713.1,305.5534218,40.9536548,20h22m12.82s,40d57m13.16s,0.0659,0.0638,-0.0081,13.040,0.029,37.1,1.391E+00,13.106,0.046,23.5,1.121E+00,11.152,null,1.5,6.204E-01,7.404,0.249,4.4,1.083E+00,1,0,0.000,0.000,0.000,0.000,302,77,-278,75,0000,0,11nn,AAUB,0000,48,48,47,47,0,20,3,21,305441260,0.141,14.453,0.034,13.576,0.035,13.301,0.039,921.123638,313.244190
J202241.72+410057.7,305.6738649,41.0160412,20h22m41.73s,41d00m57.75s,0.0380,0.0367,0.0091,10.697,0.022,48.8,5.354E+01,10.515,0.020,53.2,3.325E+01,10.215,0.071,15.3,1.346E+00,7.413,null,-4.5,9.263E-01,1,0,0.000,0.000,0.000,0.000,187,32,-164,33,hHDH,1,9nnn,AAAU,0000,57,57,57,57,21,26,0,26,305531250,0.646,11.891,0.021,11.601,null,11.529,0.021,921.272703,338.128972
J202217.65+405807.4,305.5735663,40.9687323,20h22m17.66s,40d58m07.44s,0.0703,0.0696,-0.0079,13.628,0.032,34.2,6.527E+00,13.636,0.050,21.6,2.054E+00,10.669,0.207,5.3,8.331E-01,5.506,0.080,13.6,5.318E+00,1,0,0.000,0.000,0.000,0.000,-165,793,-13,1120,0000,1,0000,AABA,0000,49,49,48,48,8,20,20,21,305530872,0.498,16.045,0.076,14.612,0.052,14.104,0.070,921.437281,318.040886
J202431.35+404330.5,306.1306324,40.7251501,20h24m31.35s,40d43m30.54s,0.1380,0.1397,-0.0342,14.040,0.061,17.8,1.224E+00,14.310,0.086,12.7,1.450E+00,12.231,null,-9.4,1.187E+00,7.613,null,-1.0,4.662E-01,1,0,0.000,0.000,0.000,0.000,-111,162,-82,168,0000,0,10nn,AAUU,0000,52,52,35,52,0,11,0,19,305645123,0.456,15.270,0.043,14.400,0.052,14.187,0.074,921.443255,101.950145
J202419.59+405514.6,306.0816385,40.9207402,20h24m19.59s,40d55m14.66s,0.0426,0.0409,0.0089,10.998,0.025,44.2,1.337E+00,11.001,0.022,48.4,1.377E+00,11.014,0.503,2.2,3.621E-01,7.533,null,-0.6,4.024E-01,1,0,0.000,0.000,0.000,0.000,0,35,0,36,0000,0,11nn,AACU,0000,58,58,58,58,0,23,0,23,305643578,0.076,11.608,0.021,11.214,0.017,11.102,0.016,921.460242,56.180723
J202155.61+404135.7,305.4817222,40.6932520,20h21m55.61s,40d41m35.71s,0.1344,0.1171,-0.0394,14.720,0.052,20.8,2.626E+00,14.908,0.074,14.6,1.759E+00,12.043,null,-4.9,8.334E-01,7.294,0.253,4.3,2.654E+00,3,1,0.000,0.000,0.000,0.002,null,null,null,null,00Pp,0,nnnn,AAUB,0000,49,52,25,52,0,26,5,28,305443352,0.460,16.386,0.126,15.241,0.097,14.769,null,921.529302,250.622977
J202422.73+403911.9,306.0947486,40.6533129,20h24m22.74s,40d39m11.93s,0.0606,0.0603,0.0036,12.299,0.028,38.4,1.510E+00,12.452,0.039,28.1,1.659E+00,11.360,null,-8.1,1.286E+00,8.132,null,-11.2,1.502E+00,1,0,0.000,0.000,0.000,0.000,-38,63,74,66,0h00,0,23nn,AAUU,0000,50,50,50,50,0,0,0,19,305645743,0.138,12.902,0.021,12.466,0.017,12.321,0.022,921.632811,119.209169
J202403.69+405834.8,306.0153769,40.9763503,20h24m03.69s,40d58m34.86s,0.0490,0.0472,0.0034,12.223,0.026,41.8,9.263E+00,12.198,0.027,39.9,2.909E+00,9.329,0.136,8.0,1.109E+00,6.439,0.120,9.0,1.022E+00,1,0,0.000,0.000,0.000,0.000,352,46,54,45,0000,1,1111,AABB,0000,53,53,53,53,19,19,13,19,305630311,1.424,13.345,null,12.890,null,12.888,0.044,921.805341,39.376756
J202316.22+410203.6,305.8176205,41.0343535,20h23m16.23s,41d02m03.67s,0.0860,0.0838,-0.0185,13.386,0.035,30.7,1.554E+00,13.602,0.075,14.6,1.351E+00,12.122,null,-9.8,1.342E+00,7.281,null,-1.7,3.661E-01,1,0,0.000,0.000,0.000,0.000,-70,95,-85,97,0000,0,10nn,AAUU,0000,54,54,53,54,0,7,0,20,305542331,0.184,14.437,0.030,13.821,0.039,13.532,0.050,921.858490,2.939798
J202223.90+403421.5,305.5996007,40.5726431,20h22m23.90s,40d34m21.52s,0.0828,0.0835,-0.0217,13.563,0.040,27.4,1.362E+00,13.514,0.048,22.6,1.257E+00,9.684,0.074,14.7,1.847E+00,5.812,0.134,8.1,1.993E+00,1,0,0.000,0.000,0.000,0.000,79,92,-24,94,00op,0,0000,AAAB,0000,43,43,43,43,18,18,18,18,305527534,0.551,16.490,0.125,14.583,0.064,13.934,0.067,921.869387,216.516773
J202428.50+404135.2,306.1187826,40.6931179,20h24m28.51s,40d41m35.22s,0.1155,0.1136,-0.0254,14.481,0.047,22.9,3.541E+00,14.951,0.077,14.2,1.721E+00,10.459,null,-1.7,2.501E-01,8.448,null,-4.8,9.132E-01,1,0,0.000,0.001,0.000,0.000,-20,222,51,219,0000,1,2nnn,AAUU,0000,51,51,17,51,0,10,0,20,305645390,0.325,17.511,null,15.864,0.164,14.641,0.107,921.909277,109.400469
J202332.62+410134.9,305.8859310,41.0263750,20h23m32.62s,41d01m34.95s,0.0481,0.0465,0.0011,12.072,0.025,43.2,1.405E+01,12.032,0.027,40.6,5.072E+00,10.557,null,1.5,4.303E-01,7.221,0.190,5.7,9.516E-01,1,0,0.000,0.000,0.000,0.000,220,44,-117,44,hh00,1,75n1,AAUB,0000,53,53,53,53,0,19,10,19,305630735,0.762,13.359,0.024,12.772,0.020,12.501,0.026,921.911231,14.627100
J202428.00+404119.3,306.1167008,40.6886977,20h24m28.01s,40d41m19.31s,0.1310,0.1212,0.0338,13.686,0.124,8.8,4.912E-01,13.667,0.041,26.5,3.425E+00,10.122,0.377,2.9,4.635E+00,6.654,null,-1.5,8.891E-01,2,0,0.000,0.000,0.000,0.000,null,null,null,null,000D,1,01nn,BACU,0000,50,50,50,50,4,19,0,18,305645434,0.069,15.065,0.043,14.381,0.053,14.187,0.076,922.050989,110.450498
J202409.69+405733.4,306.0404124,40.9592911,20h24m09.70s,40d57m33.45s,0.0659,0.0654,-0.0108,13.494,0.033,33.2,4.940E+00,13.505,0.036,30.3,1.685E+00,11.925,null,-10.7,1.279E+00,7.793,null,-2.7,7.253E-01,1,0,0.000,0.000,0.000,0.000,-81,86,-16,87,0000,1,11nn,AAUU,0000,55,55,55,55,0,0,0,20,305643293,0.596,15.908,0.064,14.543,0.055,14.026,0.065,922.303685,45.075163
J202331.62+403148.0,305.8817775,40.5300069,20h23m31.63s,40d31m48.02s,0.0397,0.0411,0.0092,10.252,0.023,47.2,2.073E+00,10.204,0.022,48.6,1.498E+00,9.997,0.239,4.5,4.314E-01,7.116,null,-1.6,4.581E-01,2,1,0.000,0.000,0.000,0.000,66,32,16,31,0h00,0,nnnn,AABU,0000,47,47,47,47,14,18,0,18,305626545,0.032,13.735,0.029,11.661,0.021,10.801,0.016,922.315334,165.996134
